title,url,lat,lng,leadtext,content
Moutier,https://www.myswitzerland.com/en-ch/destinations/moutier/,47.27832,7.36953,,
Patinoire régionale de Delémont,https://www.myswitzerland.com/en-ch/experiences/patinoire-regionale-de-delemont/,47.36566,7.34454,"Completely renovated in 2011, the state-of-the-art ice rink in Délémont is a great place for a spot of leisurely ice skating and/or training sessions.","FixAdults: CHF 6Apprentices/students/senior citizens: CHF 4Children: CHF 3Family discount: One or two adults with two children; free admission for the second child.On Sundays, every ticket purchased in the morning guarantees a 50% discount on entry the same afternoon."
Kneipp Barefoot Path,https://www.myswitzerland.com/en-ch/experiences/kneipp-barefoot-path/,47.32418,7.41426,"Take off your shoes and walk barefoot over grass, mud and water.","2 to 4 hours (half day)0 to 5 years, 6 to 9 years, 10 to 13 years, 14+ yearsOutdoorNature, RelaxAventure Jura ParcRue du Moulin 5C2832 RebeuvelierSwitzerlandPhone+41 (0)32 435 14 18info@aventurejuraparc.chaventurejuraparc.chShow Route"
The husky experience,https://www.myswitzerland.com/en-ch/experiences/the-husky-experience/,47.22276,7.09984,No need to go all the way to Siberia for activities with huskies. All you need to do is visit the Reussilles region in the Jura. These adorable blue-eyed dogs just love to play with visitors that have taken the trouble to go and meet them!,"Jura bernois Tourisme, MoutierAvenue de la Gare 9Case postale 7592740 MoutierSwitzerlandPhone+41 (0)32 494 53 43info@jurabernois.chjurabernois.chShow Route"
Specialties from the Jura,https://www.myswitzerland.com/en-ch/experiences/specialties-from-the-jura/,47.3017,7.38113,,"2 to 4 hours (half day)Individual, Couples, Families, GroupsIndoor and outdoorOn demandCulinaryYesIsabelle HabeggerGerman, Swiss German, French2 - 10CHF 76CHF 76.00 excl. wineCHF 46.00 per childCHF 96.00 incl. wineYesYes"
The spellbinding Vaud Jura plateau,https://www.myswitzerland.com/en-ch/experiences/the-spellbinding-vaud-jura-plateau/,46.60579,6.23103,"An absolute paradise for cross-country skiers, the Vallée de Joux, instead of high mountains, is a landscape of gentle hills and huge forests.",Vallée de Joux TourismeRue du Centre Sportif 11347 Le SentierSwitzerlandPhone+41 (0)21 845 17 77Fax +41 (0)21 854 50 08info@valleedejoux.chmyvalleedejoux.chShow RouteVerband Schweizer Langlaufschulen1716 PlaffeienSwitzerlandPhone+41 (0)26 419 34 67info@langlaufschulen.chlanglauf.ch
Fribourg / Freiburg,https://www.myswitzerland.com/en-ch/destinations/fribourg-freiburg/,46.80574,7.15583,"Drinking a cup of coffee in a leisurely fashion, admiring the old facades and beautiful fountains, listening to two local languages or gazing from the 74-meter spire of the Cathedral far into the countryside - this is an experience enjoyed in Fribourg.","Fribourg, nestled on a rock promontory, is surrounded on three sides by the Sarine river. It is one of the largest medieval towns in Switzerland. Over 200 unique Gothic facades from the 15th century impart incomparable medieval charm to the Old Town.Town walls that are over two kilometers long used to protect the city in the past. Remnants of the walls, turrets and bastions are still preserved. Most impressive, however, is the St. Nicholas Cathedral with its extraordinarily beautiful stained-glass windows. Construction started in 1283 and continued in several stages. Dedicated to St. Nicholas, it boasts a 74-meter-high tower that offers a fantastic panoramic view.Another good viewpoint is the Italian-style early Baroque Loreto Chapel. From the Neuveville district (in the Old Town), a funicular railway takes you up to the pedestrianised area of the town centre. Fribourg is a lively university town, with many students from all over the world, making this a cosmopolitan, multi-faceted mini-metropolis. In the narrow alleyways are tightly packed rows of little boutiques, antique shops, student cafés and restaurants, offering local and foreign specialities.One of the favourite destinations for art-lovers is the ""Espace Jean Tinguely - Niki de Saint Phalle"", housed in a former tram depot. More works by the two artists can be found on the Sculpture Trail through the town centre. Modern art is on display in the Fri-Art Gallery. Children will love the Puppet Museum or the highly educational Natural History Museum.It is worth making an excursion to Hauterive Abbey, a Cistercian abbey founded in 1137, and once a stopping place on the pilgrims' route to Santiago de Compostela.Mediaeval fountainsDiscover some of the 11 historic fountains with their beautiful columns either alone or learn all of their secrets with one of our city guides. Fribourg’s fountains have great names like Fidelity, Strength and Courage. Did you know that the city of Fribourg built its most beautiful fountains in the 16th century to compete with the rival city of Bern? Several fountains were built during this period by Hans Gieng and Hans Geiler, who were responsible for creating the most beautiful fountains in Switzerland. Embark on a journey of discovery in the company of an expert guide who will reveal the secret stories behind the fountains.Twilight tales of old FribourgAs darkness falls, grab a lantern and follow a noble knight and a town gossip to discover the legends and real facts about Fribourg and its lower town. The 2-hour walking tour takes you from the 12th to the 21st century in a whistle-stop guide to the colourful the history of the city. As you traverse the city’s narrow alleys and lofty crags, you will hear stories drawn from the history and legends that have shaped this region.This is much more than just a tour, but rather a unique experience – a unique voyage of discovery!The bridges of Fribourg:Fribourg’s bridges form a link between Latin and Germanic culture as well as between the French and German languages. No fewer than 15 bridges span the Sarine river. Enjoy a leisurely stroll along the river and cross our various bridges, constantly surrounded by the fabulous skyline of the city.Let an experienced city guide take you on a route where you can learn interesting facts about the city of Fribourg.Accessible town wallsThe fortifications of the town of Fribourg were built in the Middle Ages between the 13th and 15th century. Large sections of them have been preserved to this day, which makes them the most significant piece of medieval military architecture in Switzerland. The town’s fortifications consist of gates and towers, some of which are linked with walls. This system of walls, which is at least two kilometres long, once served to protect the town against invaders. Today, you can visit the old town walls on your own or on a guided tour."
The Puppet Kingdom,https://www.myswitzerland.com/en-ch/experiences/the-puppet-kingdom/,46.80574,7.15583,"A small house in the old Auge quarter of Fribourg houses puppets, theatre and dance masks and ancient and contemporary Chinese and Indian shadow-theatres. This is the Swiss Puppet Museum.","2 to 4 hours (half day)6 to 9 years, 10 to 13 years, 14+ yearsFamiliesIndoorEducation, UrbanMusée suisse de la MarionnetteDerrière-les-Jardins 21701 FribourgSwitzerlandPhone+41 (0)26 322 85 13Fax +41 (0)26 322 85 13info@marionnette.chmarionnette.chShow Route"
A trip back in time to Fribourg in 1606,https://www.myswitzerland.com/en-ch/experiences/a-trip-back-in-time-to-fribourg-in-1606/,46.80574,7.15583,"The latest attraction in the city of Fribourg – Espace 1606 – takes us on a journey back to the year 1606, and shows us what the bilingual city looked like then based on a model made from an original etching by copper engraver Martin Martini.","All year1-2 hours6 to 9 years, 10 to 13 years, 14+ yearsFamilies, Groups, IndividualIndoorCulture, EducationFrench, German, EnglishCHF 10YesFribourg RegionRoute de la Glâne 1071701 FribourgPhone+41 (0)26 407 70 20information@fribourgregion.chfribourgregion.chShow Route"
Historic: Miséricorde University,https://www.myswitzerland.com/en-ch/experiences/historic-misericorde-university/,46.80574,7.15583,,
Discovery tour of mediaeval Fribourg,https://www.myswitzerland.com/en-ch/experiences/discovery-tour-of-mediaeval-fribourg/,46.80574,7.15583,"The intact walls surrounding the city and over 200 unique Gothic facades impart incomparable mediaeval charm to Fribourg. The old town is best explored on foot, like an open-air museum.","All year4 to 8 hours (full day)6 to 9 years, 10 to 13 years, 14+ yearsFamilies, Groups, Individual, CouplesOutdoorCulture, UrbanFribourg Tourisme et RégionPlace Jean-Tinguely 1Case postale 1120448 FribourgSwitzerlandPhone+41 (0)26 350 11 11info@fribourgtourisme.chfribourgtourisme.chFacebookShow Route"
Funiculaire Fribourg,https://www.myswitzerland.com/en-ch/experiences/the-funicular-a-genuine-treasure/,46.80574,7.15583,"The “Funi” (funicular railway), which overhang the Old Town and the river Sarine, is a “technical engineering marvel”, listed as a cultural asset of national importance. This nostalgic railway has been running since 1899 – with no exhaust fumes.","All yearLess than 1 hourChildren, Families, Groups, Individual, CouplesOutdoorEducation, UrbanTransports Publics FribourgeoisCase postale 15361701 FribourgSwitzerlandPhone+41 (0)26 351 02 00Fax +41 (0)26 351 02 90tpf@tpf.chtpf.chShow Route"
Solothurn City - Cathedral of St. Ursus,https://www.myswitzerland.com/en-ch/experiences/solothurn-city-cathedral-of-st-ursus/,47.20694,7.53636,"Solothurn is said to be the most beautiful baroque city in Switzerland. The imposing buildings were constructed in various epochs: ranging from the first half of the 12th century, when the clock tower was built, to 1773, when St. Ursus Cathedral was constructed in baroque and neo-classical style.","May - October2 to 4 hours (half day)14+ yearsGroups, Individual, CouplesIndoorEducation, UrbanGerman, French1 - 25Solothurn TourismusHauptgasse 694500 SolothurnSwitzerlandPhone+41 (0)32 626 46 46Fax +41 (0)32 626 46 47info@solothurn-city.chsolothurn-city.chShow Route"
"2,000 years of Solothurn",https://www.myswitzerland.com/en-ch/experiences/2000-years-of-solothurn/,47.20694,7.53636,"In 2020 and 2021, the baroque city of Solothurn will celebrate 2,000 years since its founding. The city is looking good for its age, however. In its jubilee year, Solothurn is proudly showing off its historic splendour and contemporary innovations in equal measure.",Solothurn TourismusHauptgasse 694500 SolothurnPhone+41 (0)32 626 46 66info@solothurn-city.chsolothurn-city.chShow Route
Jesuit church,https://www.myswitzerland.com/en-ch/experiences/jesuit-church-1/,47.20694,7.53636,"Solothurn’s Jesuit Church may stand in the shadow of the magnificent cathedral of St. Ursen, but it is also well worth a visit – and about a hundred years older.",Stiftung Jesuitenkirche SolothurnHauptgasse 754500 SolothurnSwitzerlandShow Route
Solothurn,https://www.myswitzerland.com/en-ch/destinations/solothurn/,47.20694,7.53636,"Solothurn is regarded as the finest Baroque town in Switzerland, where Italian grandeur is combined with French charm and German practicality. The so-called «ambassador’s town» is at the southern end of the Jura by the River Aare, about 30 km east of Biel/Bienne.","From the 16th to the 18th centuries, the Catholic town of Solothurn was the residence of the French king’s ambassador. Fine Baroque and Renaissance buildings, such as the noble Palais Besenval, and magnificent religious buildings meet the visitor at every end and turn – the Old Town has eleven churches and chapels and the same number of fountains and towers. Truly magnificent is the St.Urs Cathedral, with an Italian-style staircase in front. Inside are wonderful Baroque stuccos. The town walls, which are still intact in some places, were built according to the principles of the French military engineer Vauban.Between the beautiful historic monuments, the patrician buildings and the sturdy fortifications, the traffic-free Old Town is a pleasant place to wander, with lots of small shops and inns. On warm summer evenings, it is very pleasant to sit in the garden restaurants and bars by the Aare.The town has a range of cultural attractions going far beyond the regional, including the Solothurn Film and Literature Days. The museums range from the History Museum to the internationally acclaimed Natural History Museum, a Museum of Stones, the ENTER PC Museum and Schloss Waldegg, not to mention a collection of sentimental light fiction. Finally, in the «Old Arsenal» is one of the largest weapons collections in Europe.Children feel perfectly at home in Solothurn. And the Natural History Museum is particularly popular with families and a fascinating way of viewing the region’s animal, plant and mineral life. Utterly unique are the 150 million year old fossilized turtles from the quarries of the city, the beautiful starfish from Weissenstein and of course the famous Lommiswil dinosaur tracks.A little outside the town is the romantic Verena gorge with its chapel and hermitage, a popular destination for walkers. Hikers and cyclists will find an extensive network of footpaths and 600 km of cycle tracks in the surrounding area and along the Aare. Solothurn is on two national cycle routes: the Mittelland Route and the Aare Route.Savoir vivre, Solothurn style!Discover Switzerland’s most beautiful Baroque town through the eyes of a local: visit their favourite places, get insider tips, and see how they live. Visitors learn more about the history of the town and let themselves be inspired by its wide range of culinary offerings.More informationThe culturally rich city has a special charm during the Christmas season. The exhibition of the Solothurn «Ambassador crib», an ensemble of charming crib figures, is a delight to the eye and soul – and the idyllic «Chlausemärt» (St. Nicholas Christmas market) on the downtown cemetery space is yet another great attraction.Here, on the oldest square of the city, around 70 beautifully decorated stalls sell beautiful Christmas gifts. Culinary delights are also well taken care of, whether with a cup of warming mulled wine or delicious grilled dishes. The Solothurn «Weihnachtsmäret» (Christmas market) takes place on the outskirts of Solothurn.This is Switzerland’s finest Baroque city with its Old Town alleys, dotted with magnificent buildings, decorative fountains and towers – a delight to explore on leisurely strolls or admire from the atmospheric street cafés.In Solothurn, the whole family can test their skill and knowledge in five tricky and exciting games.Bipperlisi Puzzle:On the railway line between Solothurn and Niederbipp, all the family can embark on a journey back in time of the 100-year Bipperlisi, the train connecting Solothurn with Langenthal. During this time travel, the family will have fun solving a variety of puzzles and will help Bipperlisi find something dear that has been lost. At the end, the sleuths will receive a little finder’s reward in Niederbipp.More informationFoodTrail:Experience Solothurn with pleasure! The FoodTrail combines riddle fun and culinary delights. Participants set off in search of culinary stations. There they will find something to eat or drink and the next riddle. Foodies are rewarded six times and get to know the baroque city of Solothurn at the same time.More informationThriller Trail:If you're looking for an exciting outdoor leisure experience with a focus on riddles and fun, then the crime trail is the right choice for you. There is a murder mystery to solve and it takes clever minds to do it. The gold statutes from the cathedral treasury have been stolen. But who is the culprit? Equipped with a crime file and smartphone, the whole family slips into the role of the investigators.More informationDetective Trail:Various puzzle spots are located along the entire Detective Trail, which the family must solve using the clues provided. The detectives will find a treasure chest at the end of the trail that can only be opened with a code. If the right code is entered, the whole family wins a prize.More informationTreasure hunt with chocolate fondue:The family can take part in an exciting treasure hunts in winter too. Young and old either become detectives or try their hand at being naturalists. At the end, everyone will receive a small gift and a delicious chocolate fondue.More information"
The most beautiful Baroque city in Switzerland,https://www.myswitzerland.com/en-ch/experiences/the-most-beautiful-baroque-city-in-switzerland/,47.20694,7.53636,"Solothurn is known as the most beautiful baroque city in Switzerland, renowned for the architecture favoured by the ambassadors of the King of France who resided here from 1530 to 1792 – hence its epithet of the “City of Ambassadors”.","All year2 to 4 hours (half day)Groups, Individual, CouplesGerman, English, French, Italian, Spanish, Dutch, Russian1 - 25Solothurn TourismusHauptgasse 694500 SolothurnSwitzerlandPhone+41 (0)32 626 46 46Fax +41 (0)32 626 46 47info@solothurn-city.chsolothurn-city.chShow Route"
Weissenstein,https://www.myswitzerland.com/en-ch/destinations/weissenstein-above-blankets-of-fog/,47.25191,7.50856,Solothurn's local mountain in the first and highest Jura chain is a real hikers' paradise with impressive views into the far distance.,"As the entire Mittelland region sinks into mist and fog, sunshine generally awaits you up here on the Weissenstein. And on a clear day, apart from a glimpse of the Alps, views extend from the Säntis all the way to Mont Blanc. Three-hour hikes through our solar system, (on the planet path) to Grenchenberg, or hikes over the Röti to Balmberg and Jura gardens by Kurhaus 200 to discover 200 species of plant are popular here.The Hotel Weissenstein as well as three mountain restaurants welcome guests on the Weissenstein – all known for their specialities and special events.Altitude:1284mAccessibility:By gondola railway from Oberdorf to the Weissenstein, private car (Summer)View:On a clear day, over the Mittelland as far as the Swiss Alps and u Mont BlancAttractions:Jura highland hikes to the Röti, Jura gardens by Kurhaus Weissenstein, planet path; toboggan run in winterCulinary aspects:Hotel Weissenstein, Restaurant Sennhaus and Hinter-WeissensteinOvernight stays:Hotel Weissenstein: suites, double rooms and multi-bed roomsBerggasthaus Hinter-Weissenstein: 2 double rooms and a dormitoryGroups:Hotel Weissenstein: seminar rooms and banquet hall Restaurant Sennhaus: Guest lounge 60, Säli 20 places (combinable), old stall 100 placesRestaurant Hinter-Weissenstein: Guest lounge 45, Säli 30Winter:Winter hikes, skiingPlease note:reduced rate mountain rail ascent with the Swiss Travel Pass/GA travelcard. Buy your tickets on arrival at the station.Mountain day tripsBuy your reduced rate mountain rail ascent return tickets nowTimetable and tickets"
Adelboden,https://www.myswitzerland.com/en-ch/destinations/adelboden/,46.49256,7.55845,The relaxed holiday resort in the middle of the Bernese Alps is characterised by its village atmosphere. In winter the idyllic chalet village and hikers' paradise turns into a winter sports paradise.,"With its numerous mountain transport facilities, growing number of wellness havens and family-friendly attitude, the idyllic chalet village at the foot of the Wildstrubel in summer and winter is among the most versatile holiday destinations in the Bernese Oberland. And Adelboden is the first destination in Switzerland to have been awarded the Alpine Wellness holiday resort certificate.The Adelboden-Frutigen-Lenk ski region is a tempting destination even for top athletes. 72 high-performance transport facilities provide access to a piste network of just over 210 kilometres. Winter hiking on the Adelboden sun terrace, cross-country skiing trails, a snow park, freeride arena, hiking and tobogganing trails invite visitors to explore the Alpine winter world - and several mountain guesthouses and Alpine huts provide the perfect excuse for a well-earned rest. Did you know? The slopes in the Adelboden-Lenk ski area have received the international ski area test quality seal.In summer the mountain countryside encourages you to slow down and consciously enjoy. Adelboden boasts over 300 kilometres of well-groomed hiking and theme trails (including a wheelchair-passable circular hiking trail), as well as several cycling and mountain biking routes. Traditional mountain farming with Alpine huts and cheese dairies characterise the countryside. Several summer activities provide entertainment for the visitors."
Valley and high plateau cross-country trails,https://www.myswitzerland.com/en-ch/experiences/valley-and-high-plateau-cross-country-trails/,46.49256,7.55845,An extensive network of trails in the valley and on the snow-sure high plateau welcome cross-country skiing enthusiasts at 2000-meter altitude in Adelboden.,TALK (Tourismus Adelboden-Lenk-Kandersteg) AGDorfstrasse 233715 AdelbodenSwitzerlandPhone+41 (0)33 673 80 80Fax +41 (0)33 673 80 92adelboden@be-welcome.chadelboden.chShow RouteVerband Schweizer Langlaufschulen1716 PlaffeienSwitzerlandPhone+41 (0)26 419 34 67info@langlaufschulen.chlanglauf.ch
Chuenisbärgli,https://www.myswitzerland.com/en-ch/experiences/chuenisbaergli/,46.49256,7.55845,One of the most popular of the World Cup races is staged at Chuenisbärgli in Adelboden each winter. The slope is universally regarded as the most difficult giant slalom course. It is also open to demanding amateurs throughout the ski season.,"December - MarchLess than 1 hour36 to 9 years, 10 to 13 years, 14+ yearsChildren, Families, Groups, Individual, CouplesHighMediumTALK (Tourismus Adelboden-Lenk-Kandersteg) AGDorfstrasse 233715 AdelbodenSwitzerlandPhone+41 (0)33 673 80 80Fax +41 (0)33 673 80 92adelboden@be-welcome.chadelboden.chShow Route"
Engstligen Falls / Engstligenalp,https://www.myswitzerland.com/en-ch/experiences/engstligen-falls-engstligenalp/,46.49256,7.55845,"A natural spectacle in a class of their own are the 600m long Engstligen waterfalls. Under preservation since 1948, these are the second longest falls in Switzerland.","All year2 to 4 hours (half day)Children, Families, Groups, Individual, CouplesMediumPartially wheelchair accessibleLowTALK (Tourismus Adelboden-Lenk-Kandersteg) AGDorfstrasse 233715 AdelbodenSwitzerlandPhone+41 (0)33 673 80 80Fax +41 (0)33 673 80 92adelboden@be-welcome.chadelboden.chShow Route"
Rougemont - a via ferrata for all iron route enthusiasts,https://www.myswitzerland.com/en-ch/experiences/rougemont-a-via-ferrata-for-all-iron-route-enthusiasts/,46.47498,7.12936,"A secured climb for mountain walkers, offering two Vie ferrate for beginners and experienced climbers on the 'Rüeblihorn' the name given by the Saanenland locals to Le Rubli. The route across the west wall calls for people who move at height as fearlessly as mountain goats. And it benefits from the afternoon sun.","4 to 8 hours (full day)14+ yearsOutdoorAdventure, Nature, ActivePays-d'Enhaut Tourisme - RougemontRoute de la Croisette 161659 RougemontSwitzerlandPhone+41 (0)26 925 11 66Fax +41 (0)26 925 11 67rougemont@chateau-doex.chchateau-doex.chShow Route"
Balloon Flights over Château-d'Oex,https://www.myswitzerland.com/en-ch/experiences/balloon-flights-over-chateaudoex/,46.47498,7.12936,Château-d'Oex is a hot-air balloon paradise!,
Vaduz,https://www.myswitzerland.com/en-ch/destinations/vaduz/,47.14117,9.52197,"The Principality of Liechtenstein has an area of 160 square kilometers, which makes it one of the smallest states in Europe. The princely residence presides high above the little town of Vaduz, which is the capital of the principality and has about 5,000 inhabitants. The medieval castle was upgraded in the 16th and 17th centuries.","The people of Liechtenstein call their main town ""Staedtle"" or ""LIttle Town"" and their country ""Laendle"" or ""Little Country"". Considering the geographic size of the country, these diminutives are apt, but not at all so if one thinks of the history and importance of Vaduz as a financial center.For hundreds of years culinary specialties have been enjoyed in the Old Town, at the Loewen Inn, for example, which has been in existence since 1380. The Art Museum (Kunstmuseum) of Liechtenstein houses one of Europe's oldest private collections in a modern, prize-winning museum building. The Regional Museum showcases the history of the principality and a visit to the Stamp Museum is a must for every philatelist. Castle Vaduz is the emblem of Liechtenstein and the residence of the royal family."
Muri AG,https://www.myswitzerland.com/en-ch/destinations/muri-ag/,47.27579,8.33735,,
Schongiland amusement park,https://www.myswitzerland.com/en-ch/experiences/schongiland-amusement-park/,47.26786,8.26364,"This family-friendly amusement park in central Switzerland offers fun and thrills for young and old alike. Just 35 kilometres from Aarau, Lucerne, Zug and Zurich, Schongiland is a popular day out for families and is constantly adding to its list of attractions.","4 to 8 hours (full day)0 to 5 years, 6 to 9 years, 10 to 13 yearsChildren, FamiliesOutdoorActive"
Aargau Region,https://www.myswitzerland.com/en-ch/destinations/aargau-region/,47.28474,7.94635,"The four contrasting regions of Aargau, Bern Aargau, the Frick Valley, Baden and Freiamt are characterized by their unique diversity. Rural areas, urban centers and cultural highlights invite you on numerous excursions that inspire lovers of culture and nature and sports enthusiasts at the same time. Cultural beacons, rugged and romantic natural beauty, relaxing wellness worlds and exciting research stations all strung together like a row of pearls, that’s Aargau.","Art & CultureFamous Aargau castles bear witness to a fascinating past. Exciting exhibitions and performances recall the era of knights in shining armor and the life of the noble Habsburg family – all with roots in Aargau. And on the Vindonissa Legionnaire's Trail, where 6,000 legionaries once stood at the ready on the orders of the Emperor, in playful manner, you can slip into the role of a former Roman as well. With over 70 museums and exhibitions, including Europe's unique Strohmuseum im Park (straw museum) as well as 13 historic cities, Aargau is home to a large and amazing treasure trove of unique cultural heritage.Landscape & NatureAround 1,065 kilometers to hike and 1,000 to cycle lure guests to both demanding as well as more leisurely hikes – and cycling tours through lush meadows, shady forests and stunningly beautiful floodplains. As the moated heart of Switzerland, Aargau has a wealth of scenic gems; a remarkable wetland landscape where the Reuss and Limmat unite with the River Aare to henceforth carry water from a 40% catchment area of Switzerland. Active leisure and welcome relaxation are also within reach with a visit to a regional nature park of national importance, the Aargau Jura Park.Water & WellnessPurest relaxation at the Rheinfelden, Zurzach and Schinznach thermal baths does a world of good – and in hot sulphur springs, the kind you expect to find solely in Iceland, you sink into water of up to 45 degrees Celsius with Switzerland’s highest sulphur content. Rambling journeys of discovery are also enjoyed exploring the protected wetlands – and plenty of rare plants and native animals such as the busy beaver can be seen along the banks of the river. In fact, this, the area referred to as the moated heart of Switzerland is where the Aare, Reuss and Limmat rivers merge to form a giant pool that in some ways recalls the Amazon.Research & High-techThe award bearing «Umwelt Arena» – a world premier as interactive arena for environmental topics and conscious living, provides some surprising answers to everyday questions. And equally as interesting are visits to Switzerland’s largest institute of nature and engineering science, the Paul Scherrer Institute, or the Axporama visitor’s center - with an interactive display of our lives in terms of energy. And last but not least, the Meyersche Stollen research facility, a unique building of engineering and industrial history, fascinates through its 19th century underground water collection system with a system of tunnels, chambers and manholes beneath the canton’s capital city."
Vindonissa,https://www.myswitzerland.com/en-ch/experiences/vindonissa/,47.48418,8.20701,"Vindonissa, located in what is today called Windisch, was an important Roman legion's camp. The ruins of the camp are open for viewing. The monastery church of Königsfelden, which is well known for its unique glass windows (that date back to the 14th century), is located in the middle of these ruins.","2 to 4 hours (half day)6 to 9 years, 10 to 13 years, 14+ yearsFamilies, Groups, Individual, CouplesIndoorEducationVindonissa-MuseumMuseumstrasse 15200 Brugg AGSwitzerlandPhone+41 (0)56 441 21 84vindonissa@ag.chvindonissa.chShow Route"
Eishalle Schoren Langenthal,https://www.myswitzerland.com/en-ch/experiences/eishalle-schoren-langenthal/,47.21231,7.78984,"1961 erbaut und 1980 überdacht, ist die Eishalle Schoren heute die Heimat des sportlichen Aushängeschilds der Region Oberaargau und des Swiss League-Spitzenclubs SC Langenthal.","FixErwachsene: CHF 6.00, Jugendliche: CHF 5.00, Kinder: CHF 4.00Schlittschuhe können vor Ort für 6.- Fr. gemietet werdenWeitere Infos unter: www.kunsteisbahn-langenthal.chKunsteisbahn Langenthal AGDorfstrasse 994900 LangenthalSwitzerlandPhone062 922 45 44info@kunsteisbahn-langenthal.chShow Route"
The Schenkenberg Ruins in Thalheim,https://www.myswitzerland.com/en-ch/experiences/the-schenkenberg-ruins-in-thalheim/,47.44675,8.1413,,"2 to 4 hours (half day)10 to 13 years, 14+ yearsGroupsOutdoorEducationJurapark AargauLinn 515225 BözbergSwitzerlandPhone+41 (0)62 877 15 04Fax +41 (0)62 877 23 06info@jurapark-aargau.chjurapark-aargau.chShow Route"
Aarau,https://www.myswitzerland.com/en-ch/destinations/aarau/,47.39275,8.04374,"Aarau, the capital of the Canton of Aargau in the Swiss Mittelland, is located on the River Aare to which the town and canton owe their name. The charming old town boasts the most beautiful eaves, the so-called «Dachhimmel», in Switzerland.","Aarau is located by the southern foot of the Jura foothills in the centre of the big city triangle of Zurich, Basel and Lucerne. The central location was recognised early on which is why Aarau for a brief few months in 1798 was Switzerland's first capital and home to Switzerland's first Houses of Parliament.The many painted eaves, the so-called ""Dachhimmel"" which predominantly date from the 16th century when the town underwent considerable extension, are a special feature of the old town of Aarau. It's for this reason that Aarau is regarded as the town of beautiful gables.And Aarau continues to display an appreciation of art: the Aargau Art Museum featuring an extension designed by the famous architects Herzog & de Meuron offers architecture and art exhibitions setting high standards. The «Naturama», Aargau nature museum, is not your run-of-the-mill museum: animals, plants, exciting video films highlight the interaction and areas of conflict between nature and man in Aargau.The Roggenhausen Wildlife Park has wild animals in their natural habitat as well as a Nature Trail. Cycling and walking trails alongside the River Aare and the Jura slopes provide the perfect opportunity for some pleasant physical exercise. But to see the people of Aargau really enjoying themselves you need to come to one of the local and historic traditional events, such as the «Maienzug» in July, the «Bachfischet» or «Rüeblimärt».The Canton of Aargau boasts a great many castles, including some of Switzerland's most impressive such as the Lenzburg, the Hallwyl Water Castle and the Habsburg Castle - main residence of the famous dynasty from the the 10th century onwards. And Brugg, Baden and Zurich are a very short journey away. The Vindonissa Museum offers an opportunity to discover traces of the Romans and Windish is home to the biggest and best-preserved amphitheatre in Switzerland. And there are also a lot of historic towns, such as Bremgarten, Zofingen and others, to visit in the Canton of Aargau."
Lenzburg Castle,https://www.myswitzerland.com/en-ch/experiences/lenzburg-castle-for-knights-and-dragons/,47.3879,8.17883,"Once upon a time a dragon lived on the hill. It was slain by two noble knights, Wolfram and Guntram, who henceforth were allowed to live on Dragon Mountain. Legend has it that this is how Lenzburg Castle, one of the most important hilltop castles in Switzerland, came to be.","April - October2 to 4 hours (half day)6 to 9 years, 10 to 13 years, 14+ yearsChildren, Families, Groups, Individual, CouplesIndoorCulture, EducationGerman, French, English1 - 500Schloss Lenzburg5600 LenzburgSwitzerlandPhone+41 (0)84 887 12 00schlosslenzburg@ag.chmuseumaargau.chShow Route"
Bally-Museum,https://www.myswitzerland.com/en-ch/experiences/bally-museum/,47.36947,8.0019,"What Rolex is to watches and Sprüngli to chocolate, Bally is to shoes.",Schuhmuseum BallyOltnerstrasse 65012 SchönenwerdSwitzerlandPhone+41 (0)91 612 91 11Fax +41 (0)62 849 99 18receptioncaslano@bally.chschoenenwerd.chShow Route
Bad Schinznach Thermal Baths,https://www.myswitzerland.com/en-ch/experiences/bad-schinznach-thermal-baths/,47.44735,8.1691,"Visitors can expect fun, relaxation and wellness in equal measures where Switzerland’s strongest and most well-balanced sulfur spring originates.","2 to 4 hours (half day)0 to 5 years, 6 to 9 years, 10 to 13 years, 14+ yearsIndoorRelaxBad Schinznach AGBadstrasse 505116 Schinznach BadSwitzerlandPhone+41 (0)56 463 75 05Fax +41 (0)56 463 76 45info@bs-ag.chbad-schinznach.chShow Route"
Naturama,https://www.myswitzerland.com/en-ch/experiences/naturama/,47.39275,8.04374,The Naturama Aargau is one of the most modern nature museums in Switzerland.,"2 to 4 hours (half day)6 to 9 years, 10 to 13 years, 14+ yearsFamiliesIndoorEducation, UrbanNaturama AargauFeerstrasse 17am Bahnhofplatz5001 AarauSwitzerlandPhone+41 (0)62 832 72 00Mobile phone+41 (0)62 832 72 50Fax +41 (0)62 832 72 10info@naturama.chnaturama.chShow Route"
Liechtenstein’s Postal Museum,https://www.myswitzerland.com/en-ch/experiences/liechtensteins-postal-museum/,47.14117,9.52197,Liechtenstein’s Postal Museum was founded in 1930 and opened in 1936. It tells the history of Liechtenstein’s postal service over the years and displays a large number of postage stamps past and present. The museum has been part of the Liechtenstein National Museum since 2006.,"2 to 4 hours (half day)10 to 13 years, 14+ yearsFamilies, IndividualIndoorEducationPostmuseum des Fürstentums LiechtensteinStädtle 37Postfach 12169490 VaduzLiechtensteinPhone+423 239 68 46Fax +423 239 68 37info@landesmuseum.lipostmuseum.liShow Route"
